,Tweets,User,User_statuses_count,user_followers,User_location,User_verified,fav_count,rt_count,tweet_date
1189,"RT @kylegriffin1: Mother Jones reports that Robert Hyde, the new player in the Trump-Ukraine scandal, has been a consultant for a mysteriou…",#RemoveTraitorTrumpNow,382871,4035,USA,False,0,1502,2020-01-22 23:58:05
1190,"RT @JRehling: @tedcruz Donald Trump:
✅Called you Lyin' Ted Cruz.
✅Linked your father to the JFK assassination.
✅Insulted your wife.
✅Has yo…",⚖️ Äиαstαsíα ⚖️,269462,4810,California,False,0,20,2020-01-22 23:58:05
1191,"RT @ewarren: After Ebola, Congress invested to prevent pandemics like coronavirus. Donald Trump tried to cut that funding. As president, I’…",A Voice For All Georgia,119049,1401,Georgia ,False,0,200,2020-01-22 23:58:05
1192,"RT @charliekirk11: Imagine the media outrage if Donald Trump did something like this

🤔

 https://t.co/K2H2y3m73L",Debbie Stegall,2212,24,,False,0,924,2020-01-22 23:58:05
1193,RT @realTuckFrumper: Did Donald and Ivanka Trump plunder inauguration funds? Suit filed by D.C. attorney general says yes https://t.co/emvE…,💧Debra Donnelly,19643,369,,False,0,213,2020-01-22 23:58:05
1194,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,dmoreland5354@gmail.com,6551,31,"Arizona, USA",False,0,2673,2020-01-22 23:58:04
1195,RT @PoliticusSarah: A dozen Republican Senators broke the rules and walked out on Adam Schiff as he was delivering the evidence against Don…,Troy McKinley,29209,2181,"Indiana, USA",False,0,912,2020-01-22 23:58:04
1196,RT @PoliticusSarah: A dozen Republican Senators broke the rules and walked out on Adam Schiff as he was delivering the evidence against Don…,Michael Traynor,9310,35773,Earth!!,True,0,912,2020-01-22 23:58:04
1197,"RT @ddale8: Trump lawyer Sekulow just told reporters, ""Notice what’s not in the articles of impeachment: allegations or accusations of quid…",Donald Nogowski,8881,77,,False,0,1760,2020-01-22 23:58:04
1198,RT @realTuckFrumper: Did Donald and Ivanka Trump plunder inauguration funds? Suit filed by D.C. attorney general says yes https://t.co/emvE…,Lynn Dempsey,66680,405,,False,0,213,2020-01-22 23:58:03
1199,RT @PoliticusSarah: A dozen Republican Senators broke the rules and walked out on Adam Schiff as he was delivering the evidence against Don…,Julie,19825,1832,"7700 ft CO , from Chicago area",False,0,912,2020-01-22 23:58:03
1200,"RT @ChuckCallesto: Describe the IMPEACHMENT of Donald Trump on one word?

RT-",tsartbot,118981,302,,False,0,451,2020-01-22 23:58:03
1201,RT @CBSThisMorning: President Trump says they are “discussing” human rights in Hong Kong as part of Phase 2 of the China trade deal. #WEF20…,H Maniac @ 🇭🇰,979,273,,False,0,148,2020-01-22 23:58:03
1202,"RT @ABCPolitics: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that Pr…",I am Anonymous #TFA 👎🏽🤢🤬🔥☄️🌊🌊🌊🌊🌊,73563,1140,a foot up trump's ass,False,0,27,2020-01-22 23:58:03
1203,RT @DeeTwoCents: Just a thought that the billionaires in the race could be spending their money on important things like this rather than a…,Cheryl K (Cherryred) 🗽📎,75282,692,Southern born & proud of it.,False,0,8,2020-01-22 23:58:03
1204,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",Patricia Gallant 🕉,28653,258,,False,0,989,2020-01-22 23:58:02
1205,RT @PoliticusSarah: A dozen Republican Senators broke the rules and walked out on Adam Schiff as he was delivering the evidence against Don…,Ronald Ulysses Swanson 🇺🇸💊,91507,1713,Depends on VPN’s choice,False,0,912,2020-01-22 23:58:02
1206,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",Cathie Anderson,900,54,"Maple Grove, MN",False,0,989,2020-01-22 23:58:02
1207,"RT @GotJACKd: Donald Trump 🇺🇸 does not apologize to the world for America, he UP-SELLS America and tells the world why they should be inves…",kerry e. smith,88639,969,"bronxville, ny",False,0,304,2020-01-22 23:58:02
1208,"Now the corrupt Impeached Orange Clown is terrorizing American seniors, threatening to end Social Security &amp; Medica… https://t.co/LTUVfbihIO",Iconoclast Hippie Era Flame Throwing Trouble Maker,40772,1311,"Ranson, WV",False,0,0,2020-01-22 23:58:02
1209,"RT @cnni: ""It's been less than two days, but one storyline of the Senate impeachment trial of Donald Trump has already emerged: Democrats a…",Maryhelen Guthrie,2049,53,"Pomona, Ca.",False,0,16,2020-01-22 23:58:01
1210,RT @PoliticusSarah: A dozen Republican Senators broke the rules and walked out on Adam Schiff as he was delivering the evidence against Don…,✨Astron✨,59854,119,"WA State, USA",False,0,912,2020-01-22 23:58:00
1211,"RT @CREWcrew: Pam Bondi just defended President Trump at his impeachment trial.

Remember when we filed a criminal bribery complaint agains…",H.,8169,73,,False,0,3621,2020-01-22 23:58:00
1212,"RT @KevINthe406: @tedcruz ah yes, Ted... world renowned anti-corruption advocate, Donald J Trump.

checks out. https://t.co/sloGj42IAm",News Junkie & Stable Genius,40357,766,Land of the free,False,0,8,2020-01-22 23:58:00
1213,"RT @CBSNews: Schiff says Congress must consider if another president does the same things Trump did and the administration argues: ""Just ge…",Jennifer Paquette,46,11,,False,0,134,2020-01-22 23:58:00
1214,"RT @FriendsofNancyP: 🚨📹 #ICYMI, a mega-thread🧵 of clips from yesterday's explosive start to the Impeachment Trial of Donald J. Trump. #GOPC…",Catherine - Here Right Matters 🌊,134822,7892,Northeast United States,False,0,293,2020-01-22 23:57:59
1215,RT @PalmerReport: The real reason Donald Trump isn’t invoking executive privilege in his impeachment trial   https://t.co/IfYQwyvKiu,Lauren Macchia,52227,1278,North Shore Massachusetts ,False,0,13,2020-01-22 23:57:59
1216,"RT @SuckerCarlson: DON JR: ""My dad's struggles are a mirror of MLK. I have a dream that one day my dad will not be impeached by the literal…",Eddie,151693,914,"Fort worth, Texas",False,0,38,2020-01-22 23:57:59
1217,RT @Martamendoza718: Every Republican senator voted 11 times to block a fair trial https://t.co/aWhXRhoe1g,NЯA (blocked by @dloesch),19156,370,"Tяump Tower, NY",False,0,48,2020-01-22 23:57:59
1218,"RT @jaketapper: 2/ Here's an interesting story about Martha Mitchell and the current US Ambassador to the Czech Republic, btw

https://t.co…",Chris Cahill,43311,235,,False,0,587,2020-01-22 23:57:59
1219,"RT @GeorgeTakei: Your Republican Party, ladies and gentlemen. https://t.co/vtRMxUd57Q",Toy Mom,58250,132,,False,0,481,2020-01-22 23:57:59
1220,"RT @allidoisowen: I’m heading into court for calling the impeachment of President Donald Trump a scam. 

Wish me luck https://t.co/wavDCJ9o…",Hillbilly Patriot,95647,3068,The Hills of Kentucky,False,0,2127,2020-01-22 23:57:59
1221,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",Uthers Say,21650,819,Brisbane,False,0,989,2020-01-22 23:57:58
1222,RT @Holly_WV: 💞I freaking love our President💞 “Nothing worth doing ever came easy. Treat the word impossible as nothing more than motivatio…,Vicky,1008,96,,False,0,16,2020-01-22 23:57:58
1223,"RT @Mikel_Jollett: Republicans,

Can you please explain to me why you are so obsessed with the idea that Hunter Biden MIGHT profit off his…",TweeetyByrd,2647,1590,,False,0,9271,2020-01-22 23:57:57
1224,"RT @RNinMI: 🔥""When America is United, America is UNSTOPPABLE!""--Donald J.Trump🔥

✅Economy
✅National Security
✅Protecting Healthcare

♨️Just…",❌𝓙𝓸💋𝓸𝓷 𝓽𝓱𝓮 (𝓡)𝓲𝓰𝓱𝓽™️❌,90285,53981,Just a Pilgrim Passing Through,False,0,134,2020-01-22 23:57:57
1225,"RT @ABC: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that President…",samantha nickson 🌊,65816,3089,"Illinois, USA",False,0,60,2020-01-22 23:57:56
1226,"RT @HouseIntel: Where were you on July 25, 2019?

On July 25, 2019:

— Ukrainian soldiers were manning the front lines against Russian-back…",Backstorymom1,732575,9063,,False,0,607,2020-01-22 23:57:56
1227,"RT @ABC: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that President…",Jude Mcwabledon Din,18,3,"Chicago, IL",False,0,60,2020-01-22 23:57:56
1228,RT @PoliticusSarah: A dozen Republican Senators broke the rules and walked out on Adam Schiff as he was delivering the evidence against Don…,resisters are being silenced,169804,1824,DC,False,0,912,2020-01-22 23:57:56
1229,"RT @cnni: ""It's been less than two days, but one storyline of the Senate impeachment trial of Donald Trump has already emerged: Democrats a…",happytimes X Trump voter. vote blue no matter who!,35757,552,United States,False,0,16,2020-01-22 23:57:56
1230,"RT @BlueHenArt: ""They don't have the material. We have all the material."" ~Donald J. Trump, #IMPOTUS",Sandy By The Beach,25924,10087,Northeast,False,0,1,2020-01-22 23:57:56
1231,RT @bennyjohnson: BREAKING: Donald Trump to become first president to speak live and in person at March for Life this Friday.,chitowns finest,316725,1584,,False,0,444,2020-01-22 23:57:56
1232,"RT @allidoisowen: I’m heading into court for calling the impeachment of President Donald Trump a scam. 

Wish me luck https://t.co/wavDCJ9o…",Alien,38873,1104,United States,False,0,2127,2020-01-22 23:57:55
1233,"RT @american2084: 💥What terrible things will Trump do after the corrupt GOP Senate exonerates him?

Trump has never been held accountable i…",Barbara Main,330078,18590,"Del Mar, CA",False,0,33,2020-01-22 23:57:54
1234,"RT @TAmericanGirls: Winning!

President Trump’s popularity has risen. In fact, it seems people are liking him even more, after the Democrat…",TrumpWave808,28974,1110,Honolulu HI,False,0,2,2020-01-22 23:57:54
1235,RT @RollingStone: Watch Adolf Hitler (played by Sarah Silverman) disavow Donald Trump comparisons on #Conan https://t.co/E0qv9r7RmI https:/…,JackGotRapedByAtank,58,0,In Your Ass ! ,False,0,101,2020-01-22 23:57:54
1236,"RT @ryanstruyk: SCHIFF: ""We are here today in this hallowed chamber undertaking a solemn action for only third time in history because Dona…",Linda 👍💙🆘💙💙💙,15319,9915,,False,0,586,2020-01-22 23:57:54
1237,"RT @cnalive: “He will be the first president in history to attend, and we are so excited for him to experience in person how passionate our…",jjrothnc,16104,205,"Raleigh, NC",False,0,9,2020-01-22 23:57:54
1238,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,Leila Jade,1687,317,Washington DC,False,0,2674,2020-01-22 23:57:54
1239,RT @maadisonnray: god rlly took mac miller and not donald trump wtf,I'zick,17667,442,"Arlington, TX",False,0,258,2020-01-22 23:57:53
1240,"RT @sam_vinograd: A crowd size that Trump does not need to lie about:

""About 11 million TV viewers watched the start of the U.S. Senate im…",mikeo188,95256,1303,,False,0,193,2020-01-22 23:57:53
1241,"@SenTedCruz The Syndrome called Stockholm's at play:
Cruz sucks up to Trump every day.
Lyin' Ted's unashamed,
Thoug… https://t.co/pYcrKuyAqn",Jay Dobkin,1158,51,Manhattan,False,0,0,2020-01-22 23:57:52
1242,"RT @ABC: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that President…",Tom B,8822,183,,False,0,60,2020-01-22 23:57:52
1243,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",Bob Munoz,39018,2419,Nevada,False,0,989,2020-01-22 23:57:51
1244,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",Dennis Beaver,39352,216,,False,0,989,2020-01-22 23:57:51
1245,RT @RuthStone6: @EliseStefanik I would like your response to this statement by Donald Trump at Davos today. I am a constituent and a senior…,patti doyle-bedwell,93587,2266,"Halifax, Nova Scotia",False,0,53,2020-01-22 23:57:50
1246,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,Karla Desjardins,40666,323,,False,0,2674,2020-01-22 23:57:50
1247,The most recent count on the number of lies told to the American public shows PRESIDENT DONALD TRUMP has been suppl… https://t.co/WD7itT33EJ,Bubster48,2133,26,,False,0,0,2020-01-22 23:57:49
1248,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,pete4ducks,108325,842,"Beaverton, Oregon",False,0,2674,2020-01-22 23:57:49
1249,"RT @cjtruth: GREAT NEWS: Donald Trump will become first president to speak live and in person at March for Life this Friday.

The other sid…",🇺🇸Jay Pendejo🏁,20443,619,,False,0,239,2020-01-22 23:57:49
1250,Reminder that Donald Trump wears poorly-tailored suits,Trump Needs a Tailor,4326,12,,False,0,0,2020-01-22 23:57:49
1251,"RT @CBSNews: When asked about the 11 U.S. servicemen injured in the Iran airstrikes, President Trump told @weijia he didn't ""consider them …",Denise Mooney,19341,7286,United States,False,0,1312,2020-01-22 23:57:49
1252,RT @thedailybeast: Fox News host Greg Gutfeld argued that the real reason Democrats are impeaching President Donald Trump is that they are…,Michelle,230974,1379,Neverland,False,0,15,2020-01-22 23:57:49
1253,"RT @BelkissObadia: HEY REPUBLICANS WE ARE WATCHING EVERY MINUTE

🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨
You are withholding 71 documents and blocking 12 witnesses fro…",GINA🌊,94228,4095,Earth,False,0,46,2020-01-22 23:57:48
1254,"“We’re doing VERY good! We have all the materials, they have none of the materials” - Donald John Trump… https://t.co/kWV4AJaCDR",Kelly☘️Burke,12574,9525,EQUALITY FOR ALL USA ,False,2,0,2020-01-22 23:57:48
1255,"RT @cjtruth: GREAT NEWS: Donald Trump will become first president to speak live and in person at March for Life this Friday.

The other sid…",SIN JONES,68183,423,Worldwide,False,0,239,2020-01-22 23:57:48
1256,RT @JCisnerosTX: “The state is already on the brink of having 2 million more registered voters than it did just four years ago when Preside…,JMc,42970,608,NYC,False,0,51,2020-01-22 23:57:47
1257,"This is a nifty way of reframing ""uncertainty"" in climate science: “If you step in front of an oncoming bus, no doc… https://t.co/ues5RAMCRa",tom doig,12164,2764,"Palmerston North, New Zealand",False,1,0,2020-01-22 23:57:47
1258,RT @PoliticusSarah: A dozen Republican Senators broke the rules and walked out on Adam Schiff as he was delivering the evidence against Don…,🌹💜Linda💜🌹,61630,2533,"Georgia, USA",False,0,912,2020-01-22 23:57:47
1259,"RT @GaryRayBetz: Sorry pal, but they ain't 'entitlements'! I've been paying into Medicare &amp; Social Security since my first job at the filli…",A,123066,2590,🇨🇦 10 minutes from USA,False,0,179,2020-01-22 23:57:46
1260,"@mattgaetz Accused Crimes:
- Abuse of power (extorting Ukraine w/ Congressionally-appropriated military aid &amp; a WH… https://t.co/gnLgVSNTUG",⚖ John Adams,21102,700,"Georgia, USA",False,0,0,2020-01-22 23:57:46
1261,"RT @ABCPolitics: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that Pr…",OlanikeJ,27870,144,,False,0,27,2020-01-22 23:57:46
1262,RT @Martamendoza718: Every Republican senator voted 11 times to block a fair trial https://t.co/aWhXRhoe1g,Eileen P McLaughlin,44395,7286,"Virginia, USA",False,0,48,2020-01-22 23:57:46
